72,499,-1,-1,34,-1,-1,54,-1,-1,310,-1,427,-1,196,290
73,545,-1,-1,609,-1,-1,96,-1,-1,117,-1,108,-1,208,174
74,34,-1,-1,499,-1,-1,310,-1,-1,290,-1,622,-1,54,296
75,609,-1,-1,545,-1,308,77,-1,-1,210,-1,95,-1,623,-1
76,622,-1,-1,557,-1,-1,348,-1,-1,609,-1,286,-1,9,545
77,290,-1,-1,95,-1,-1,557,-1,-1,286,-1,609,-1,174,552
78,557,-1,-1,622,-1,-1,427,294,77,9,-1,34,-1,-1,-1
79,95,-1,-1,290,-1,-1,622,-1,-1,427,-1,635,-1,117,700
80,348,-1,-1,286,-1,-1,95,-1,-1,557,-1,545,-1,635,555
81,427,-1,-1,635,-1,-1,290,-1,-1,5,-1,544,-1,491,113
82,635,-1,-1,427,-1,-1,196,-1,-1,622,-1,290,-1,552,54
83,286,-1,-1,348,-1,-1,552,-1,-1,196,-1,557,-1,427,418
84,552,-1,-1,540,-1,-1,286,-1,-1,635,-1,555,-1,545,666
85,196,-1,-1,210,-1,-1,635,-1,-1,540,-1,700,-1,286,622
86,540,-1,-1,552,-1,-1,555,77,308,34,-1,46,-1,-1,-1
87,210,-1,-1,196,-1,-1,5,-1,-1,552,-1,374,-1,555,70
88,5,-1,-1,555,-1,-1,374,-1,-1,418,-1,552,-1,113,557
89,700,-1,-1,374,-1,-1,540,-1,-1,348,-1,192,-1,149,207
90,555,-1,-1,5,-1,-1,700,-1,-1,446,-1,540,-1,192,272
91,374,-1,-1,700,-1,-1,210,-1,-1,569,-1,196,-1,540,427
92,650,-1,-1,418,-1,-1,70,-1,-1,374,-1,603,-1,46,250
93,446,-1,-1,70,-1,-1,569,-1,-1,46,-1,126,-1,329,603
94,70,-1,-1,446,-1,-1,108,-1,-1,700,-1,569,-1,603,635
95,418,-1,-1,650,-1,-1,446,-1,-1,192,-1,207,-1,250,540
96,569,-1,-1,108,-1,-1,603,-1,-1,70,-1,5,-1,374,473
97,192,-1,-1,603,-1,-1,650,-1,-1,555,-1,418,-1,207,426
98,603,-1,-1,192,-1,-1,418,-1,-1,491,-1,499,-1,544,344
99,108,-1,-1,569,-1,-1,192,-1,-1,272,-1,446,-1,418,650
100,250,-1,-1,473,-1,-1,126,-1,-1,426,-1,70,-1,569,5
101,207,-1,-1,126,-1,-1,491,-1,-1,149,-1,272,-1,70,446
102,126,-1,-1,46,-1,-1,426,-1,-1,603,-1,250,-1,123,374
103,272,-1,-1,250,-1,-1,207,-1,-1,473,-1,650,-1,584,430
104,473,-1,-1,426,-1,-1,250,-1,-1,108,-1,595,-1,348,447
105,491,-1,-1,207,-1,-1,46,-1,-1,126,-1,123,-1,430,192
106,46,-1,-1,491,-1,-1,272,-1,-1,207,-1,113,-1,595,569
107,426,-1,-1,272,-1,-1,473,-1,-1,650,77,210,-1,446,-1
108,329,-1,-1,113,-1,-1,595,-1,-1,584,-1,473,-1,272,37
109,123,-1,-1,595,-1,-1,584,-1,-1,577,112,532,-1,650,-1
110,113,-1,-1,329,-1,-1,123,-1,-1,430,-1,491,-1,426,408
111,595,-1,-1,123,-1,-1,430,-1,-1,544,-1,426,-1,700,348
112,584,-1,-1,430,-1,-1,447,-1,-1,250,-1,408,-1,5,544
113,149,-1,-1,447,-1,-1,329,-1,-1,123,-1,577,-1,126,154
114,447,-1,-1,149,-1,-1,113,-1,-1,595,-1,37,-1,473,126
115,430,-1,-1,584,-1,-1,149,-1,-1,528,-1,269,-1,37,491
116,577,-1,-1,37,-1,-1,408,-1,-1,113,-1,348,-1,108,149
117,544,-1,-1,269,-1,-1,528,-1,-1,329,-1,584,-1,360,112
118,269,-1,-1,544,-1,-1,154,-1,-1,408,-1,430,-1,447,123
119,37,-1,-1,577,-1,-1,513,-1,-1,363,-1,447,-1,154,681
120,408,-1,-1,513,-1,-1,577,-1,-1,447,-1,681,-1,663,77
121,528,-1,-1,154,-1,-1,544,-1,-1,37,-1,149,-1,353,595
122,513,-1,-1,408,-1,-1,37,-1,-1,681,-1,353,-1,269,584
123,154,-1,-1,528,-1,-1,269,-1,-1,118,-1,612,-1,681,353
124,353,-1,-1,681,-1,-1,118,-1,-1,269,-1,161,-1,278,517
125,363,-1,-1,118,-1,-1,261,-1,-1,161,-1,154,-1,408,513
126,118,-1,-1,363,-1,-1,360,-1,-1,154,-1,528,-1,513,269
127,681,-1,-1,353,-1,-1,363,-1,-1,513,-1,360,-1,51,161
128,612,-1,-1,360,-1,-1,542,-1,-1,353,-1,363,-1,261,118
129,161,-1,-1,261,-1,-1,51,-1,-1,278,-1,513,-1,689,25
130,360,-1,-1,612,-1,-1,353,-1,-1,245,-1,278,-1,161,689
131,261,-1,-1,161,-1,-1,681,-1,-1,532,-1,118,-1,577,663
132,663,-1,-1,51,-1,-1,245,-1,-1,612,-1,261,-1,363,431
133,278,-1,-1,542,-1,-1,532,-1,-1,51,-1,241,-1,528,360
134,51,-1,-1,663,-1,-1,161,-1,-1,25,-1,213,-1,503,203
135,542,-1,-1,278,-1,-1,612,-1,-1,663,-1,689,-1,118,241
136,517,-1,-1,245,-1,-1,25,-1,-1,431,-1,51,-1,612,261
137,689,-1,-1,532,-1,-1,241,-1,-1,61,-1,431,-1,107,363
138,245,-1,-1,517,-1,-1,663,-1,-1,360,-1,329,666,294,-1
139,532,-1,-1,689,-1,-1,278,-1,-1,261,-1,107,-1,344,145
140,241,-1,-1,431,-1,-1,689,-1,-1,542,-1,61,-1,63,612
141,25,-1,-1,213,-1,-1,517,-1,-1,148,-1,663,-1,61,51
142,431,-1,-1,241,-1,-1,347,-1,-1,602,-1,542,-1,178,61
143,213,-1,-1,25,-1,-1,63,-1,-1,689,-1,517,-1,148,278
144,347,-1,-1,148,-1,-1,431,-1,-1,107,-1,145,-1,25,102
145,63,-1,-1,61,-1,-1,213,-1,-1,624,-1,444,308,112,-1
146,148,-1,-1,347,-1,-1,503,-1,-1,517,-1,25,-1,241,213
147,61,-1,-1,63,-1,-1,178,-1,-1,241,-1,602,-1,431,12
148,503,-1,-1,178,-1,-1,276,-1,-1,63,-1,245,-1,517,106
149,107,-1,-1,602,-1,-1,61,-1,-1,89,-1,624,-1,542,178
150,602,-1,-1,107,-1,-1,148,-1,-1,145,-1,276,-1,213,503
151,178,-1,-1,503,-1,-1,624,-1,-1,213,-1,148,-1,89,276
152,12,-1,-1,624,-1,-1,89,-1,-1,178,-1,63,-1,102,245
153,145,-1,-1,276,-1,-1,56,-1,-1,106,-1,102,-1,669,148
154,276,-1,-1,145,-1,-1,602,-1,-1,347,-1,503,-1,56,89
155,624,-1,-1,12,-1,-1,107,-1,-1,2,-1,178,-1,106,602
156,56,-1,-1,444,-1,-1,145,-1,-1,503,-1,106,-1,602,624
157,89,-1,-1,102,-1,-1,12,-1,-1,157,-1,516,-1,624,309
158,444,-1,-1,56,-1,-1,669,-1,-1,570,-1,12,-1,145,63
159,102,-1,-1,89,-1,-1,157,-1,-1,101,-1,347,-1,203,160
160,106,-1,-1,160,-1,-1,444,-1,-1,56,-1,203,-1,309,494
161,157,-1,-1,669,-1,-1,160,-1,-1,12,-1,89,-1,276,107
162,160,-1,-1,106,-1,-1,102,-1,-1,138,-1,2,-1,12,570
163,669,-1,-1,157,-1,-1,106,-1,-1,516,-1,101,-1,138,444
164,309,-1,-1,138,-1,-1,101,-1,-1,160,-1,56,-1,492,42
165,516,-1,-1,2,-1,-1,138,-1,-1,203,-1,492,-1,157,56
166,138,-1,-1,309,-1,-1,570,-1,-1,276,-1,669,-1,130,489
167,2,-1,-1,516,-1,-1,309,-1,-1,669,-1,262,-1,160,541
168,101,-1,-1,570,-1,-1,492,-1,-1,309,-1,157,-1,444,542
169,203,-1,-1,492,-1,-1,516,-1,-1,444,-1,160,-1,110,310
170,492,-1,-1,203,-1,-1,2,-1,-1,102,-1,344,-1,489,669
171,570,-1,-1,101,-1,-1,203,-1,-1,42,-1,309,-1,516,130
172,42,-1,-1,541,-1,-1,130,-1,-1,262,-1,110,-1,296,157
173,494,-1,-1,130,-1,-1,344,-1,-1,492,-1,489,-1,262,516
174,541,-1,-1,42,-1,-1,494,-1,-1,705,-1,486,-1,2,492
175,130,-1,-1,494,-1,-1,262,-1,-1,623,-1,615,-1,96,138
176,344,-1,-1,705,-1,-1,541,-1,-1,494,-1,138,-1,42,486
177,262,-1,-1,489,-1,-1,42,-1,-1,486,-1,570,-1,245,108
178,489,-1,-1,262,-1,-1,110,-1,-1,130,-1,296,-1,486,208
179,705,-1,-1,344,-1,-1,296,-1,-1,208,-1,42,-1,570,2
180,110,-1,-1,296,-1,-1,208,-1,-1,344,-1,130,-1,705,262
181,486,-1,-1,623,-1,-1,705,-1,-1,296,-1,494,-1,101,615
182,623,-1,-1,486,-1,-1,489,-1,-1,110,-1,705,-1,494,609
183,296,-1,-1,110,-1,-1,174,-1,-1,541,-1,9,-1,34,198
184,96,-1,-1,208,-1,-1,117,-1,-1,174,-1,541,-1,310,110
185,615,-1,-1,174,-1,-1,499,-1,-1,54,-1,310,-1,541,117
186,174,-1,-1,615,-1,-1,486,-1,-1,489,-1,54,-1,499,705
187,208,-1,-1,96,-1,-1,623,-1,-1,615,-1,117,-1,622,499
188,625,-1,-1,613,-1,-1,159,-1,-1,282,-1,100,-1,450,391
189,159,-1,-1,337,-1,-1,613,-1,-1,672,-1,78,-1,464,364
190,8,-1,-1,159,-1,-1,57,-1,-1,671,-1,21,-1,391,194
191,546,-1,-1,625,-1,-1,8,-1,-1,409,-1,302,-1,100,282
192,613,-1,-1,57,-1,-1,337,-1,-1,21,-1,8,-1,159,302
193,100,-1,-1,8,-1,-1,546,-1,-1,450,-1,337,-1,285,409
194,57,-1,-1,546,-1,-1,100,-1,-1,464,-1,613,-1,325,21
195,337,-1,-1,100,-1,-1,625,-1,-1,302,-1,222,-1,589,325
196,285,-1,-1,671,-1,-1,21,-1,-1,337,-1,450,-1,546,222
197,464,-1,-1,364,-1,-1,222,-1,-1,193,-1,498,-1,613,553
198,671,-1,-1,285,-1,-1,193,-1,-1,345,-1,266,-1,535,546
199,364,-1,-1,464,-1,-1,302,-1,-1,625,-1,434,-1,21,475
200,302,-1,-1,193,-1,-1,464,-1,-1,100,-1,625,-1,671,337
201,21,-1,-1,222,-1,-1,671,-1,-1,57,-1,159,-1,114,100
202,193,-1,-1,302,-1,-1,285,-1,-1,114,-1,57,-1,28,464
203,222,-1,-1,21,-1,-1,364,-1,-1,285,-1,325,-1,345,498
204,325,-1,-1,498,-1,-1,28,-1,-1,222,-1,589,-1,302,696
205,114,-1,-1,28,-1,-1,589,-1,-1,696,-1,193,-1,337,57
206,498,-1,-1,325,-1,-1,114,-1,-1,543,-1,185,-1,222,345
207,28,-1,-1,114,-1,-1,345,-1,-1,185,-1,285,-1,543,193
208,345,-1,-1,185,-1,-1,325,-1,-1,434,-1,114,-1,57,231
209,589,-1,-1,543,-1,-1,498,-1,-1,364,-1,227,-1,193,28
210,185,-1,-1,345,-1,-1,696,-1,-1,28,-1,500,-1,498,227
211,543,-1,-1,589,-1,-1,553,-1,-1,498,-1,28,-1,654,554
212,553,-1,-1,434,-1,-1,543,-1,-1,325,-1,654,-1,341,114
213,696,-1,-1,382,-1,-1,185,-1,-1,654,-1,231,-1,321,285
214,434,-1,-1,553,-1,-1,321,-1,-1,144,-1,55,-1,287,242
215,382,-1,-1,696,-1,-1,654,-1,-1,589,-1,671,-1,428,684
216,231,-1,-1,227,-1,-1,434,-1,-1,553,-1,696,-1,185,321
217,654,-1,-1,321,-1,-1,227,-1,-1,554,-1,553,-1,32,589
218,227,-1,-1,231,-1,-1,382,-1,-1,500,-1,32,-1,553,654
219,321,-1,-1,654,-1,-1,231,-1,-1,32,-1,345,-1,435,543
220,554,-1,-1,341,-1,-1,684,-1,-1,321,-1,543,-1,144,435
221,500,-1,-1,32,-1,-1,435,-1,-1,231,-1,684,-1,573,185
222,32,-1,-1,500,-1,-1,456,-1,-1,246,-1,428,-1,696,636
223,341,-1,-1,554,-1,-1,144,-1,-1,227,-1,321,-1,231,23
224,144,-1,-1,456,-1,-1,500,-1,-1,23,-1,554,-1,632,434
225,684,-1,-1,435,-1,-1,32,-1,-1,382,-1,39,-1,500,573
226,456,-1,-1,144,-1,-1,554,-1,-1,573,-1,643,-1,227,500
227,435,-1,-1,684,-1,-1,341,-1,-1,636,-1,246,-1,667,632
228,573,-1,-1,636,-1,-1,246,-1,-1,684,-1,238,-1,643,32
229,23,-1,-1,39,-1,-1,636,-1,-1,435,-1,0,-1,554,144
230,39,-1,-1,23,-1,-1,573,-1,-1,456,-1,454,-1,246,341
231,636,-1,-1,573,-1,-1,643,-1,-1,238,-1,144,-1,449,0
232,246,-1,-1,238,-1,-1,39,-1,-1,94,-1,435,-1,23,443
233,643,-1,-1,632,-1,-1,23,-1,-1,341,-1,456,-1,636,238
234,632,-1,-1,643,-1,-1,0,-1,-1,39,-1,23,-1,254,246
235,238,-1,-1,246,-1,-1,254,-1,-1,0,-1,356,-1,684,456
236,443,-1,-1,454,-1,-1,238,-1,-1,632,-1,573,-1,662,39
237,0,-1,-1,254,-1,-1,449,-1,-1,662,-1,459,-1,454,643
238,254,-1,-1,0,-1,-1,356,-1,-1,667,-1,636,-1,443,662
239,454,-1,-1,443,-1,-1,632,-1,-1,459,-1,662,-1,238,356
240,449,-1,-1,459,-1,-1,454,-1,-1,428,-1,632,-1,335,254
241,356,-1,-1,662,-1,-1,443,-1,-1,266,-1,122,-1,39,459
242,459,-1,-1,449,-1,-1,667,-1,-1,443,-1,254,-1,0,454
243,662,-1,-1,356,-1,-1,416,-1,-1,254,-1,443,-1,128,449
244,667,-1,-1,416,-1,-1,128,-1,-1,643,-1,525,-1,547,535
245,94,-1,-1,697,-1,-1,662,-1,-1,454,-1,366,-1,456,472
246,697,-1,-1,94,-1,-1,459,-1,-1,366,-1,335,-1,122,406
247,416,-1,-1,667,-1,-1,428,-1,-1,406,-1,81,-1,319,458
248,335,-1,-1,128,-1,-1,366,-1,-1,496,-1,449,-1,416,506
249,128,-1,-1,335,-1,-1,697,-1,-1,356,-1,341,-1,434,334
250,122,-1,-1,428,-1,-1,406,-1,-1,128,-1,416,-1,356,571
251,428,-1,-1,122,-1,-1,94,-1,-1,335,-1,38,-1,459,55
252,366,-1,-1,406,-1,-1,38,-1,-1,449,-1,364,-1,55,525
253,266,-1,-1,334,-1,-1,122,-1,-1,416,-1,667,-1,406,225
254,406,-1,-1,366,-1,-1,571,-1,-1,560,-1,472,-1,251,428
255,334,-1,-1,266,-1,-1,335,-1,-1,697,-1,506,-1,366,416
256,571,-1,-1,38,-1,-1,496,-1,-1,81,-1,406,-1,383,122
257,506,-1,-1,496,-1,-1,334,-1,-1,319,-1,225,-1,38,335
258,38,-1,-1,571,-1,-1,506,-1,-1,122,-1,383,-1,225,482
259,496,-1,-1,506,-1,-1,266,-1,-1,225,-1,128,-1,571,22
260,55,-1,-1,560,-1,-1,81,-1,-1,38,-1,571,-1,496,366
261,225,-1,-1,81,-1,-1,22,-1,-1,631,-1,382,-1,266,128
262,560,-1,-1,55,-1,-1,225,-1,-1,506,-1,697,-1,504,319
263,81,-1,-1,225,-1,-1,383,-1,-1,334,-1,319,-1,692,105
264,455,-1,-1,319,-1,-1,55,-1,-1,482,-1,631,-1,525,38
265,22,-1,-1,383,-1,-1,319,-1,-1,692,-1,324,-1,597,631
266,383,-1,-1,22,-1,-1,455,-1,-1,571,-1,560,-1,697,81
267,319,-1,-1,455,-1,-1,560,-1,-1,504,-1,496,-1,506,396
268,482,-1,-1,504,-1,-1,324,-1,-1,55,-1,22,-1,396,455
269,631,-1,-1,396,-1,-1,504,-1,-1,22,-1,692,-1,324,496
270,396,-1,-1,631,-1,-1,482,-1,-1,383,-1,458,-1,81,692
271,504,-1,-1,482,-1,-1,472,-1,-1,458,-1,105,-1,631,383
272,692,-1,-1,458,-1,-1,396,-1,-1,379,-1,334,-1,539,667
273,472,-1,-1,324,-1,-1,458,-1,-1,455,-1,482,-1,560,504
274,324,-1,-1,472,-1,-1,692,-1,-1,396,-1,504,-1,490,697
275,458,-1,-1,692,-1,-1,631,-1,-1,105,-1,455,-1,482,284
276,105,-1,-1,41,-1,-1,597,-1,-1,211,-1,94,-1,22,266
277,525,-1,-1,539,-1,-1,41,-1,-1,324,-1,396,-1,379,560
278,539,-1,-1,525,-1,-1,105,-1,-1,248,-1,284,-1,280,380
279,41,-1,-1,105,-1,-1,379,-1,-1,280,-1,248,-1,472,152
280,597,-1,-1,284,-1,-1,539,-1,-1,472,-1,490,-1,105,394
281,379,-1,-1,394,-1,-1,525,-1,-1,284,-1,43,-1,455,211
282,394,-1,-1,379,-1,-1,248,-1,-1,597,-1,41,-1,43,324
283,284,-1,-1,597,-1,-1,280,-1,-1,43,-1,380,-1,471,379
284,280,-1,-1,380,-1,-1,284,-1,-1,41,-1,539,-1,480,43
285,248,-1,-1,43,-1,-1,394,-1,-1,539,-1,526,-1,41,179
286,43,-1,-1,248,-1,-1,490,-1,-1,152,-1,394,-1,179,41
287,380,-1,-1,280,-1,-1,211,-1,-1,394,-1,597,-1,284,248
288,211,-1,-1,152,-1,-1,380,-1,-1,549,-1,379,-1,458,480
289,490,-1,-1,471,-1,-1,43,-1,-1,525,-1,69,-1,702,597
290,152,-1,-1,211,-1,-1,480,-1,-1,526,-1,702,-1,394,69
291,471,-1,-1,490,-1,-1,526,-1,-1,380,-1,480,-1,549,539
292,549,-1,-1,535,-1,-1,471,-1,-1,179,-1,152,-1,248,490
293,480,-1,-1,526,-1,-1,412,-1,-1,490,-1,251,-1,152,172
294,526,-1,-1,480,-1,-1,702,-1,-1,690,-1,92,-1,364,94
295,535,-1,-1,549,-1,-1,152,-1,-1,471,-1,280,-1,69,66
296,179,-1,-1,702,-1,-1,66,-1,-1,121,-1,211,-1,526,471
297,69,-1,-1,412,-1,-1,121,-1,-1,480,-1,587,-1,380,280
298,702,-1,-1,179,-1,-1,549,-1,-1,66,-1,121,-1,690,590
299,412,-1,-1,69,-1,-1,535,-1,-1,587,-1,471,-1,211,501
300,66,-1,-1,121,-1,-1,331,-1,-1,172,-1,549,-1,334,448
301,251,-1,-1,690,-1,-1,69,-1,-1,412,-1,440,-1,121,526
302,121,-1,-1,66,-1,-1,587,-1,-1,535,-1,501,-1,412,373
303,690,-1,-1,251,-1,-1,179,-1,-1,69,-1,412,-1,66,440
304,587,-1,-1,331,-1,-1,590,-1,-1,373,-1,66,-1,172,121
305,440,-1,-1,590,-1,-1,690,-1,-1,702,-1,179,-1,519,4
306,331,-1,-1,587,-1,-1,440,-1,-1,582,-1,373,-1,4,412
307,590,-1,-1,440,-1,-1,251,-1,-1,519,-1,172,-1,373,212
308,373,-1,-1,582,-1,-1,4,-1,-1,92,-1,690,-1,300,702
309,501,-1,-1,519,-1,-1,172,-1,-1,440,-1,590,-1,331,690
310,519,-1,-1,501,-1,-1,212,-1,-1,590,-1,4,-1,92,300
311,582,-1,-1,373,-1,-1,300,-1,-1,331,-1,212,-1,587,367
312,212,-1,-1,300,-1,-1,501,-1,-1,638,-1,582,-1,590,587
313,4,-1,-1,172,-1,-1,582,-1,-1,24,-1,519,-1,638,331
314,300,-1,-1,212,-1,-1,373,-1,-1,251,-1,331,-1,440,549
315,172,-1,-1,4,-1,-1,519,-1,-1,367,-1,378,-1,501,582
316,638,-1,-1,367,-1,-1,221,-1,-1,674,-1,24,-1,448,505
317,1,-1,-1,378,-1,-1,92,-1,-1,4,-1,367,-1,212,24
318,378,-1,-1,1,-1,-1,24,-1,-1,300,-1,638,-1,299,519
319,367,-1,-1,638,-1,-1,232,-1,-1,162,-1,300,-1,175,299
320,232,-1,-1,221,-1,-1,367,-1,-1,212,-1,1,-1,505,638
321,24,-1,-1,92,-1,-1,378,-1,-1,221,-1,162,-1,509,479
322,92,-1,-1,24,-1,-1,1,-1,-1,232,-1,448,-1,19,674
323,221,-1,-1,232,-1,-1,638,-1,-1,501,-1,535,-1,582,162
324,299,-1,-1,448,-1,-1,175,-1,-1,1,-1,475,-1,384,221
325,674,-1,-1,162,-1,-1,476,-1,-1,287,-1,680,-1,367,378
326,448,-1,-1,299,-1,-1,505,-1,-1,378,-1,232,-1,479,92
327,162,-1,-1,674,-1,-1,509,-1,-1,505,-1,221,-1,1,251
328,509,-1,-1,476,-1,-1,162,-1,-1,448,-1,175,-1,24,1
329,505,-1,-1,175,-1,-1,448,-1,-1,476,-1,479,-1,232,414
330,175,-1,-1,505,-1,-1,299,-1,-1,509,-1,209,-1,680,287
331,476,-1,-1,509,-1,-1,674,-1,-1,384,-1,505,-1,378,680
332,19,-1,-1,60,-1,-1,384,-1,-1,680,-1,509,-1,162,232
333,479,-1,-1,384,-1,-1,287,-1,-1,209,-1,67,-1,221,60
334,384,-1,-1,479,-1,-1,67,-1,-1,475,-1,621,-1,414,19
335,60,-1,-1,19,-1,-1,479,-1,-1,175,-1,414,-1,674,621
336,67,-1,-1,621,-1,-1,19,-1,-1,299,-1,530,-1,382,476
337,287,-1,-1,414,-1,-1,60,-1,-1,621,-1,19,-1,209,201
338,414,-1,-1,287,-1,-1,680,-1,-1,67,-1,60,-1,460,384
339,621,-1,-1,67,-1,-1,209,-1,-1,80,-1,384,-1,60,509
340,209,-1,-1,80,-1,-1,621,-1,-1,479,-1,299,-1,476,175
341,680,-1,-1,421,-1,-1,414,-1,-1,19,-1,476,-1,67,80
342,421,-1,-1,680,-1,-1,475,-1,-1,414,-1,327,-1,326,209
343,80,-1,-1,209,-1,-1,665,-1,-1,530,-1,90,-1,288,133
344,201,-1,-1,665,-1,-1,326,-1,-1,343,-1,80,-1,387,460
345,327,-1,-1,475,-1,-1,133,-1,-1,387,-1,326,-1,343,67
346,475,-1,-1,327,-1,-1,421,-1,-1,326,-1,514,-1,530,288
347,665,-1,-1,201,-1,-1,80,-1,-1,60,-1,674,-1,550,671
348,550,-1,-1,530,-1,-1,327,-1,-1,665,-1,201,-1,80,387
349,326,-1,-1,133,-1,-1,387,-1,-1,97,-1,194,-1,475,228
350,133,-1,-1,326,-1,-1,514,-1,-1,421,-1,287,-1,665,90
351,530,-1,-1,550,-1,-1,201,-1,-1,90,-1,312,-1,252,421
352,90,-1,-1,387,-1,-1,312,-1,-1,327,-1,460,-1,201,97
353,343,-1,-1,514,-1,-1,460,-1,-1,133,-1,421,-1,314,530
354,387,-1,-1,90,-1,-1,530,-1,-1,312,-1,665,-1,524,580
355,514,-1,-1,343,-1,-1,550,-1,-1,201,-1,97,-1,327,326
356,460,-1,-1,252,-1,-1,343,-1,-1,514,-1,133,-1,512,314
357,312,-1,-1,97,-1,-1,90,-1,-1,512,-1,343,-1,621,327
358,97,-1,-1,312,-1,-1,314,-1,-1,524,-1,512,-1,133,485
359,252,-1,-1,460,-1,-1,512,-1,-1,550,-1,387,-1,194,343
360,49,-1,-1,524,-1,-1,97,-1,-1,460,-1,252,-1,312,134
361,512,-1,-1,314,-1,-1,524,-1,-1,199,-1,134,-1,485,20
362,524,-1,-1,49,-1,-1,252,-1,-1,242,-1,288,-1,90,312
